order_id,product_id,quantity,unit_price,total_price
60b7dfa3-397b-4d15-b72b-d165f04e81dd,b9f99893-e99c-4bd2-954f-59a7910ca239,2,17.38,34.76
60b7dfa3-397b-4d15-b72b-d165f04e81dd,76207a7e-43ac-47b2-859a-f5e2a325e44b,1,290.22,290.22
60b7dfa3-397b-4d15-b72b-d165f04e81dd,1f7befc0-aa6c-4e47-b10b-144665fa32bd,2,86.74,173.48
8a21f7cb-923a-4ab1-8575-42a3bcadb886,e613c6a3-de92-474c-b537-a000d6905b84,1,459.65,459.65
8a21f7cb-923a-4ab1-8575-42a3bcadb886,4a1cbc1c-e2a4-4301-a68b-cf8e499af139,1,55.59,55.59
8a21f7cb-923a-4ab1-8575-42a3bcadb886,3c97b764-f644-4d45-8a2f-23a01daa9b7f,1,228.49,228.49
8a21f7cb-923a-4ab1-8575-42a3bcadb886,3f2e9b3d-e4b1-46fe-b205-761d17548602,1,190.09,190.09
66dcf427-dad4-46cc-a16a-5b940deec848,6dfa2cc2-dae1-4cd6-bbbd-38e08506e24c,2,66.79,133.58
66dcf427-dad4-46cc-a16a-5b940deec848,ebb7c5b4-388a-4012-9825-085e3bd81f61,1,303.84,303.84
66dcf427-dad4-46cc-a16a-5b940deec848,26e118a9-a752-4ac4-8345-a266faa972ce,2,137.53,275.06
66dcf427-dad4-46cc-a16a-5b940deec848,5d1def6b-76ff-4ac1-ba00-db4b243e53ca,2,113.23,226.46
66dcf427-dad4-46cc-a16a-5b940deec848,25a54c46-b515-44c7-96a1-50449334be09,3,193.16,579.48
36400bbf-70c4-43c4-8bca-eb02c8fc8a9c,b710255c-9719-4235-a223-e707557e19e6,3,80.66,241.98
36400bbf-70c4-43c4-8bca-eb02c8fc8a9c,97feac70-157d-47bb-a705-4e08d72a0b6b,1,259.51,259.51
36400bbf-70c4-43c4-8bca-eb02c8fc8a9c,ed96866b-b3a2-4a40-be54-823133d4de8d,1,352.4,352.4
36400bbf-70c4-43c4-8bca-eb02c8fc8a9c,3f531053-bb5b-4dde-986b-3bb529cc2acd,2,290.79,581.58
36400bbf-70c4-43c4-8bca-eb02c8fc8a9c,b8dd0f54-7dfb-4a0d-b5a0-5d7f6d076734,1,48.03,48.03
dbdfabc4-1be1-46bb-b83d-83e75262c5fb,7a8724c5-8dca-43ea-af2d-418deead1ff5,1,138.62,138.62
dbdfabc4-1be1-46bb-b83d-83e75262c5fb,a5aeb4ac-9f46-4990-a318-cf06358fa336,1,116.23,116.23
57136d37-0385-4482-a269-89e68a536dac,34555522-61fe-4607-8d93-facbc347c560,2,428.38,856.76
57136d37-0385-4482-a269-89e68a536dac,bfa30111-185a-4087-8a4c-7771ba8a6df6,2,75.72,151.44
cb8ab0a7-0422-4b43-b44d-4ed4af8eea9e,13110f93-d3c0-4dcd-ad23-d60b9c03f6ff,1,378.86,378.86
2fd7300b-e0c0-401b-8a8f-a6eccf4bf5e8,76207a7e-43ac-47b2-859a-f5e2a325e44b,2,290.22,580.44
1436cf97-d555-4248-8776-d996473161eb,14567267-4dc6-4bef-b183-39f7a32c2898,1,110.25,110.25
1436cf97-d555-4248-8776-d996473161eb,4a1cbc1c-e2a4-4301-a68b-cf8e499af139,2,55.59,111.18
1436cf97-d555-4248-8776-d996473161eb,3f531053-bb5b-4dde-986b-3bb529cc2acd,3,290.79,872.37
1436cf97-d555-4248-8776-d996473161eb,e067c40d-bb99-4db5-a966-a114667136ce,1,85.88,85.88
1436cf97-d555-4248-8776-d996473161eb,704f1dbf-a4ab-4ae5-8790-81998958fb8b,3,478.82,1436.46
5563008d-35f6-4b57-a2ba-506ceed48aa7,40d24584-0604-49f5-8da2-d8e8b38390f2,3,193.9,581.7
5563008d-35f6-4b57-a2ba-506ceed48aa7,a0216ac4-1abd-4f53-8d35-dbfd1c06e9c4,1,256.3,256.3
5563008d-35f6-4b57-a2ba-506ceed48aa7,07374f20-cf36-41ad-aba0-b5ba76ada0c2,3,498.68,1496.04
791e8502-afff-4170-93b2-ab046d225709,b9f99893-e99c-4bd2-954f-59a7910ca239,3,17.38,52.14
791e8502-afff-4170-93b2-ab046d225709,00ca3004-a7ca-4016-9a54-297e3bdd18c4,3,306.44,919.32
791e8502-afff-4170-93b2-ab046d225709,05d25cdf-aeba-4d82-b05b-6275122a820a,3,8.56,25.68
791e8502-afff-4170-93b2-ab046d225709,29211965-577a-4299-a222-13601fc647ae,3,430.52,1291.56
e8b77f6d-25df-4652-a8e5-e8c196b6246a,32d8608a-99bc-40d3-917b-59c7fe4e5920,2,357.91,715.82
4f978f1a-4b35-4976-91f5-fce95a6f0feb,05d25cdf-aeba-4d82-b05b-6275122a820a,2,8.56,17.12
98987c2a-058b-4073-80aa-e4abfb9f96cb,dbfc454e-73cd-417e-9d94-ba7ffaaeae8d,2,438.8,877.6
98987c2a-058b-4073-80aa-e4abfb9f96cb,a5aeb4ac-9f46-4990-a318-cf06358fa336,2,116.23,232.46
98987c2a-058b-4073-80aa-e4abfb9f96cb,0b88e851-b865-4190-9195-026eab6f8731,1,271.99,271.99
98987c2a-058b-4073-80aa-e4abfb9f96cb,f3ddfce9-2e78-4c37-8992-4bae7054fe8d,2,387.67,775.34
d8b19e74-38e7-4db1-8c02-60557b84d0b6,e212286f-4991-48cc-8399-dc53d103d47a,3,408.93,1226.79
d8b19e74-38e7-4db1-8c02-60557b84d0b6,ec49d191-448c-4df4-9547-62a3ad4553eb,2,403.5,807.0
8b62f59f-863d-4d7f-b793-0d0de5beeba9,25a54c46-b515-44c7-96a1-50449334be09,2,193.16,386.32
8b62f59f-863d-4d7f-b793-0d0de5beeba9,578a8b7d-39c5-4c3b-b780-e6119bfb9976,3,439.97,1319.91
8b62f59f-863d-4d7f-b793-0d0de5beeba9,2c067203-a671-4310-9ed7-edbb46727d81,2,482.36,964.72
237ccfcb-721c-4a22-ab74-d11544fe7e20,a0216ac4-1abd-4f53-8d35-dbfd1c06e9c4,2,256.3,512.6
237ccfcb-721c-4a22-ab74-d11544fe7e20,29211965-577a-4299-a222-13601fc647ae,1,430.52,430.52
ee6b3d83-3b62-47ed-8b7c-9d49457ebcae,13110f93-d3c0-4dcd-ad23-d60b9c03f6ff,3,378.86,1136.58
ee6b3d83-3b62-47ed-8b7c-9d49457ebcae,4ab88466-ae24-4ba1-a5af-6e2db06a9b8a,2,384.09,768.18
ee6b3d83-3b62-47ed-8b7c-9d49457ebcae,4a2bbf1e-7935-4b16-b7d1-ae26564350e3,1,350.58,350.58
ee6b3d83-3b62-47ed-8b7c-9d49457ebcae,6a6d61cd-d637-42e3-bbc8-dabd2c18a3dd,2,497.6,995.2
ee6b3d83-3b62-47ed-8b7c-9d49457ebcae,26dec737-99f7-4331-8d61-1f54a16b4efa,1,85.51,85.51
87db92ec-d98e-411f-ad72-2b039be5fdd1,a2c3672b-eadc-4137-b29c-6be09a42cdf0,3,376.68,1130.04
87db92ec-d98e-411f-ad72-2b039be5fdd1,76207a7e-43ac-47b2-859a-f5e2a325e44b,1,290.22,290.22
7818c8a4-149a-4753-814a-5f0b91dc7f54,f3ddfce9-2e78-4c37-8992-4bae7054fe8d,3,387.67,1163.01
7818c8a4-149a-4753-814a-5f0b91dc7f54,a5aeb4ac-9f46-4990-a318-cf06358fa336,2,116.23,232.46
7818c8a4-149a-4753-814a-5f0b91dc7f54,196f6154-277e-459f-8bf1-bbf1f6d4dee6,2,477.14,954.28
7818c8a4-149a-4753-814a-5f0b91dc7f54,8040b2ad-0d66-49e2-b5a4-53d33346bd0b,1,306.52,306.52
7818c8a4-149a-4753-814a-5f0b91dc7f54,2c067203-a671-4310-9ed7-edbb46727d81,3,482.36,1447.08
81a8a77a-e361-4ec5-92e0-ef61a81dcaac,3f531053-bb5b-4dde-986b-3bb529cc2acd,3,290.79,872.37
81a8a77a-e361-4ec5-92e0-ef61a81dcaac,0ce510f3-7ea3-43e2-925e-24118dea5ba7,2,435.91,871.82
e2ec7765-7e39-4562-837f-0f53559293e7,e769d418-7d03-428c-b9a9-0b7be3abb8b7,1,341.74,341.74
6c3f8e0e-e9e7-46e0-9f2b-65f932d6c26e,e613c6a3-de92-474c-b537-a000d6905b84,3,459.65,1378.95
6c3f8e0e-e9e7-46e0-9f2b-65f932d6c26e,510b3cab-3715-4d44-9c9a-8b195849bb3e,2,457.0,914.0
6c3f8e0e-e9e7-46e0-9f2b-65f932d6c26e,e212286f-4991-48cc-8399-dc53d103d47a,3,408.93,1226.79
6c3f8e0e-e9e7-46e0-9f2b-65f932d6c26e,ff97f3c9-d369-4540-9505-7c014fd90074,2,486.08,972.16
6c3f8e0e-e9e7-46e0-9f2b-65f932d6c26e,0b88e851-b865-4190-9195-026eab6f8731,2,271.99,543.98
9b7c95e7-7720-4cbc-8fa2-300bffab76d9,b57c2f96-bbd7-4ef8-b4ef-28b2bde44b10,2,431.09,862.18
9b7c95e7-7720-4cbc-8fa2-300bffab76d9,841dc74a-fada-4b3b-91b8-adc8665c848f,1,336.14,336.14
9b7c95e7-7720-4cbc-8fa2-300bffab76d9,1f7befc0-aa6c-4e47-b10b-144665fa32bd,2,86.74,173.48
9b7c95e7-7720-4cbc-8fa2-300bffab76d9,76207a7e-43ac-47b2-859a-f5e2a325e44b,3,290.22,870.66
e0c48c3b-87c5-4cb4-a1d0-83a36a13255e,2cc27755-6660-4ddd-933e-bed58c727325,3,296.69,890.07
e0c48c3b-87c5-4cb4-a1d0-83a36a13255e,691f32fe-a07a-4815-95d3-28290296bbc1,1,422.21,422.21
e0c48c3b-87c5-4cb4-a1d0-83a36a13255e,7a8724c5-8dca-43ea-af2d-418deead1ff5,2,138.62,277.24
e0c48c3b-87c5-4cb4-a1d0-83a36a13255e,510b3cab-3715-4d44-9c9a-8b195849bb3e,3,457.0,1371.0
67cca81c-b924-4058-acda-9633191ea60f,07374f20-cf36-41ad-aba0-b5ba76ada0c2,3,498.68,1496.04
67cca81c-b924-4058-acda-9633191ea60f,3dcba0c9-cd0e-418c-a530-6532aeec12c5,3,44.01,132.03
c6bd96f9-b785-4a72-b852-3d7b31c8a293,14567267-4dc6-4bef-b183-39f7a32c2898,3,110.25,330.75
c6bd96f9-b785-4a72-b852-3d7b31c8a293,f6fb55a9-92ca-4726-917c-3f244c1de694,2,342.45,684.9
c6bd96f9-b785-4a72-b852-3d7b31c8a293,46768531-c6fc-44b6-871e-6db4091af865,1,103.42,103.42
c6bd96f9-b785-4a72-b852-3d7b31c8a293,a3c9b96d-acdf-4825-b5d1-8228e700d6a6,2,397.08,794.16
4d6324f9-8ff2-4fad-b50b-50ade4fdf4e5,4c61804e-0239-4d19-87c9-d10fbc017537,3,271.92,815.76
760fdd20-0be5-4182-bf84-7db713bd231f,ec49d191-448c-4df4-9547-62a3ad4553eb,2,403.5,807.0
760fdd20-0be5-4182-bf84-7db713bd231f,a3c9b96d-acdf-4825-b5d1-8228e700d6a6,3,397.08,1191.24
760fdd20-0be5-4182-bf84-7db713bd231f,97feac70-157d-47bb-a705-4e08d72a0b6b,3,259.51,778.53
501bfb3d-ab5e-4f98-8d6a-31898674b3d8,26dec737-99f7-4331-8d61-1f54a16b4efa,2,85.51,171.02
501bfb3d-ab5e-4f98-8d6a-31898674b3d8,40d24584-0604-49f5-8da2-d8e8b38390f2,2,193.9,387.8
501bfb3d-ab5e-4f98-8d6a-31898674b3d8,b8dd0f54-7dfb-4a0d-b5a0-5d7f6d076734,2,48.03,96.06
501bfb3d-ab5e-4f98-8d6a-31898674b3d8,f2b93a78-58e9-447e-8544-f877a5817e2b,3,200.84,602.52
a5f39d4a-96ec-488a-bca3-a081a3110c02,f6fb55a9-92ca-4726-917c-3f244c1de694,1,342.45,342.45
a5f39d4a-96ec-488a-bca3-a081a3110c02,4ab88466-ae24-4ba1-a5af-6e2db06a9b8a,3,384.09,1152.27
17b03ad5-d4a2-4934-a6e2-dc76e19045f7,13110f93-d3c0-4dcd-ad23-d60b9c03f6ff,1,378.86,378.86
17b03ad5-d4a2-4934-a6e2-dc76e19045f7,7b93b71c-e66f-42ad-a574-c903c9c0f4c1,3,380.61,1141.83
17b03ad5-d4a2-4934-a6e2-dc76e19045f7,3f9fd4a3-cb23-4529-a3bc-528535435e78,1,300.22,300.22
17b03ad5-d4a2-4934-a6e2-dc76e19045f7,f6fb55a9-92ca-4726-917c-3f244c1de694,1,342.45,342.45
17b03ad5-d4a2-4934-a6e2-dc76e19045f7,0d97a562-447c-4b32-80b5-6b2f396ab623,2,303.0,606.0
922e864b-cc64-4c90-abad-a723c341a5c8,dbfc454e-73cd-417e-9d94-ba7ffaaeae8d,2,438.8,877.6
922e864b-cc64-4c90-abad-a723c341a5c8,4c61804e-0239-4d19-87c9-d10fbc017537,2,271.92,543.84
922e864b-cc64-4c90-abad-a723c341a5c8,7da8e606-3dd2-4b69-817a-8890b2b27cb7,2,113.71,227.42
922e864b-cc64-4c90-abad-a723c341a5c8,eabeb5dc-056a-4718-9db8-716ca960406a,1,269.4,269.4
7e9d24cf-36cd-4257-812e-f41707bb13c6,0d97a562-447c-4b32-80b5-6b2f396ab623,2,303.0,606.0
7e9d24cf-36cd-4257-812e-f41707bb13c6,26dec737-99f7-4331-8d61-1f54a16b4efa,3,85.51,256.53
7e9d24cf-36cd-4257-812e-f41707bb13c6,c582eb3b-eb04-4d34-880f-5775b7fac451,3,212.66,637.98
7e9d24cf-36cd-4257-812e-f41707bb13c6,5d1def6b-76ff-4ac1-ba00-db4b243e53ca,1,113.23,113.23
7e9d24cf-36cd-4257-812e-f41707bb13c6,8040b2ad-0d66-49e2-b5a4-53d33346bd0b,1,306.52,306.52
c0d77cf9-2c3a-4ac8-96ab-694b43fb033b,ed96866b-b3a2-4a40-be54-823133d4de8d,1,352.4,352.4
c0d77cf9-2c3a-4ac8-96ab-694b43fb033b,a2c3672b-eadc-4137-b29c-6be09a42cdf0,3,376.68,1130.04
23c0eb77-9dbd-49a9-8eca-9173bd375a5a,a5aeb4ac-9f46-4990-a318-cf06358fa336,2,116.23,232.46
23c0eb77-9dbd-49a9-8eca-9173bd375a5a,76207a7e-43ac-47b2-859a-f5e2a325e44b,2,290.22,580.44
23c0eb77-9dbd-49a9-8eca-9173bd375a5a,c2b2e471-3397-4b76-b7dc-019232d1177c,3,443.3,1329.9
23c0eb77-9dbd-49a9-8eca-9173bd375a5a,9f6f8884-a072-4608-b61a-7c52607dc8aa,3,47.4,142.2
1b9bcc51-160d-4001-a206-fb0141841a23,704f1dbf-a4ab-4ae5-8790-81998958fb8b,3,478.82,1436.46
1b9bcc51-160d-4001-a206-fb0141841a23,b8dd0f54-7dfb-4a0d-b5a0-5d7f6d076734,2,48.03,96.06
1b9bcc51-160d-4001-a206-fb0141841a23,8074084c-53e4-4788-a74b-096314bf76dd,3,60.37,181.11
a4fcf34f-f03f-4e0d-ac33-4e8c3ccbac9d,2cc27755-6660-4ddd-933e-bed58c727325,3,296.69,890.07
a4fcf34f-f03f-4e0d-ac33-4e8c3ccbac9d,3c97b764-f644-4d45-8a2f-23a01daa9b7f,3,228.49,685.47
845ed830-cda8-47c8-8cc1-1c01f88f9f72,d271bb26-d09e-40ec-8fc6-f0da1a85d0d5,3,221.86,665.58
845ed830-cda8-47c8-8cc1-1c01f88f9f72,317b5d95-7f12-4e38-a0b1-b84280b2f657,3,52.87,158.61
845ed830-cda8-47c8-8cc1-1c01f88f9f72,5d1def6b-76ff-4ac1-ba00-db4b243e53ca,2,113.23,226.46
88d1722a-73c0-4224-b1be-51f8beb6bb60,c582eb3b-eb04-4d34-880f-5775b7fac451,3,212.66,637.98
88d1722a-73c0-4224-b1be-51f8beb6bb60,94a62082-3bc8-4beb-bc73-daf875eab45b,2,436.85,873.7
88d1722a-73c0-4224-b1be-51f8beb6bb60,c69164e0-8dc1-4221-9eb5-5204fabba4ee,2,126.22,252.44
5caa3acf-32c8-4e15-b6ac-2a224ee277e6,4e9b21e5-f282-4fd0-8e66-9a38b1bb009d,3,271.79,815.37
5caa3acf-32c8-4e15-b6ac-2a224ee277e6,e769d418-7d03-428c-b9a9-0b7be3abb8b7,3,341.74,1025.22
5caa3acf-32c8-4e15-b6ac-2a224ee277e6,3dcba0c9-cd0e-418c-a530-6532aeec12c5,2,44.01,88.02
5caa3acf-32c8-4e15-b6ac-2a224ee277e6,3f531053-bb5b-4dde-986b-3bb529cc2acd,3,290.79,872.37
c6a62c1b-f22c-486b-acd5-f2dcbe54878c,f115d6b1-2076-4cb5-927e-710e1ef8b5ef,2,393.39,786.78
c6a62c1b-f22c-486b-acd5-f2dcbe54878c,f6fb55a9-92ca-4726-917c-3f244c1de694,2,342.45,684.9
c6a62c1b-f22c-486b-acd5-f2dcbe54878c,e05c514b-32b3-4911-8cbe-726da6eb821d,3,118.33,354.99
c6a62c1b-f22c-486b-acd5-f2dcbe54878c,7a8724c5-8dca-43ea-af2d-418deead1ff5,2,138.62,277.24
c6a62c1b-f22c-486b-acd5-f2dcbe54878c,8040b2ad-0d66-49e2-b5a4-53d33346bd0b,1,306.52,306.52
a5cfdef6-5b8c-41d1-8d2b-c51ddc7a603f,fa2019a0-e70c-44a0-949a-f327aaa167e3,3,165.46,496.38
a5cfdef6-5b8c-41d1-8d2b-c51ddc7a603f,32d8608a-99bc-40d3-917b-59c7fe4e5920,2,357.91,715.82
a5cfdef6-5b8c-41d1-8d2b-c51ddc7a603f,f2b93a78-58e9-447e-8544-f877a5817e2b,1,200.84,200.84
a5cfdef6-5b8c-41d1-8d2b-c51ddc7a603f,196f6154-277e-459f-8bf1-bbf1f6d4dee6,2,477.14,954.28
eba5c2d3-32df-40f9-8e08-fae21ffa170f,e067c40d-bb99-4db5-a966-a114667136ce,2,85.88,171.76
eba5c2d3-32df-40f9-8e08-fae21ffa170f,7da8e606-3dd2-4b69-817a-8890b2b27cb7,3,113.71,341.13
eba5c2d3-32df-40f9-8e08-fae21ffa170f,a5aeb4ac-9f46-4990-a318-cf06358fa336,2,116.23,232.46
6458b04d-be99-4d81-b59d-4924078b6026,7b93b71c-e66f-42ad-a574-c903c9c0f4c1,1,380.61,380.61
6458b04d-be99-4d81-b59d-4924078b6026,05d25cdf-aeba-4d82-b05b-6275122a820a,2,8.56,17.12
7b5c9d0e-2db9-4d13-b29f-afb4d471ab18,94a62082-3bc8-4beb-bc73-daf875eab45b,3,436.85,1310.55
7b5c9d0e-2db9-4d13-b29f-afb4d471ab18,1d8fbf82-5ece-4abd-9f62-7eb9e13fd9eb,2,83.29,166.58
7b5c9d0e-2db9-4d13-b29f-afb4d471ab18,5d54fc3f-4641-471b-a08f-507cdb56c60b,1,369.55,369.55
7b5c9d0e-2db9-4d13-b29f-afb4d471ab18,a6344ba7-f655-4e43-b9e9-20c0dc4870ee,1,118.38,118.38
dd3e65a1-a8f3-4327-905a-5f35853541a3,365eed28-ccce-497a-ac81-a3e314104024,2,217.07,434.14
dd3e65a1-a8f3-4327-905a-5f35853541a3,0b88e851-b865-4190-9195-026eab6f8731,3,271.99,815.97
dd3e65a1-a8f3-4327-905a-5f35853541a3,bfa30111-185a-4087-8a4c-7771ba8a6df6,2,75.72,151.44
dd3e65a1-a8f3-4327-905a-5f35853541a3,97feac70-157d-47bb-a705-4e08d72a0b6b,3,259.51,778.53
dd3e65a1-a8f3-4327-905a-5f35853541a3,14567267-4dc6-4bef-b183-39f7a32c2898,2,110.25,220.5
95faff77-b2a6-4d2d-a1fb-8bf6851abef5,eabeb5dc-056a-4718-9db8-716ca960406a,1,269.4,269.4
95faff77-b2a6-4d2d-a1fb-8bf6851abef5,317b5d95-7f12-4e38-a0b1-b84280b2f657,3,52.87,158.61
95faff77-b2a6-4d2d-a1fb-8bf6851abef5,f3ddfce9-2e78-4c37-8992-4bae7054fe8d,2,387.67,775.34
cfbeb688-adb8-4c2a-b409-08399995880f,f3ddfce9-2e78-4c37-8992-4bae7054fe8d,1,387.67,387.67
cfbeb688-adb8-4c2a-b409-08399995880f,29211965-577a-4299-a222-13601fc647ae,2,430.52,861.04
6e620a2c-e2ce-4a6a-9bf5-45d9e0db8b4c,691f32fe-a07a-4815-95d3-28290296bbc1,1,422.21,422.21
6e620a2c-e2ce-4a6a-9bf5-45d9e0db8b4c,f3ddfce9-2e78-4c37-8992-4bae7054fe8d,2,387.67,775.34
6e620a2c-e2ce-4a6a-9bf5-45d9e0db8b4c,be0ff283-43f2-45b2-87ae-cdaea4c32e0f,2,108.71,217.42
6e620a2c-e2ce-4a6a-9bf5-45d9e0db8b4c,3f531053-bb5b-4dde-986b-3bb529cc2acd,2,290.79,581.58
6e620a2c-e2ce-4a6a-9bf5-45d9e0db8b4c,c69164e0-8dc1-4221-9eb5-5204fabba4ee,3,126.22,378.66
51695264-72e1-4d53-88ec-9d7942cb646b,0d97a562-447c-4b32-80b5-6b2f396ab623,3,303.0,909.0
0caa0ac0-fe4e-45fb-b8ff-9124ba91c461,704f1dbf-a4ab-4ae5-8790-81998958fb8b,1,478.82,478.82
0caa0ac0-fe4e-45fb-b8ff-9124ba91c461,8074084c-53e4-4788-a74b-096314bf76dd,2,60.37,120.74
0caa0ac0-fe4e-45fb-b8ff-9124ba91c461,a2c3672b-eadc-4137-b29c-6be09a42cdf0,2,376.68,753.36
